Firma;Anrede;Vorname;Nachname;Strasse;PLZ;Ort;Öffnungszeiten;Telefon;Pin Farbe;Temporär;Transporte
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 8;7270;Davos Platz;"Mo-So 06:45 – 19:05<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 288 32 51;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 9;6390;Engelberg;"Mo-So 06:45 – 20:15<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 58 668 86 20;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;3818;Grindelwald Grund;"Mo-So 07:00 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 33 828 75 23;FE7569;;
Bahnhof Gepäckschalter;;;;Dorf;8784;Linthal Braunwaldbahn;"Mo-So 07:00 – 19:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 55 653 50 30;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofplatz 1;3822;Lauterbrunnen;"Mo-So 07:00 – 19:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 33 828 70 38;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofplatz;3920;Zermatt;"Mo-So 07:00 – 19:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 27 927 74 74;FE7569;;
Bahnhof Gepäckschalter;;;;Bümplizstrasse 202;3018;Bümpliz Nord;"Mo-So 07:00 – 19:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;3997;Fürgangen-Bellwald;"Mo-So 07:00 – 20:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 27 971 12 34;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 25;5400;Baden;"Mo-So 07:00h – 18:45<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;7550;Scuol-Tarasp;"Mo-So 07:10 – 19:40<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 288 58 17;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof;3718;Kandersteg;"Mo-So 07:15 – 17:30<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 58 327 41 14;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof;3512;Walkringen;"Mo-Fr 09:00 – 12:00, 15:00 – 19:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 58 327 53 20;FE7569;;
Bahnhof Gepäckschalter;;;;Südbahnhofstrasse 14;3007;Bern Weissenbühl;"Mo-Fr 09:00 – 12:30, 13:30 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 44;3400;Burgdorf;"Mo-Fr 09:00 – 18:30; Sa-So 09:00 – 17:30<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300.;FE7569;;
Bahnhof Gepäckschalter;;;;Hofwiesenstrasse 369;8050;Zürich Oerlikon;"Mo-Fr 09:00 – 18:50; Sa 09:00 – 17:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 3;3053;Münchenbuchsee;"Mo-Fr 08:30 – 12:00, 14:00 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 24;3427;Utzenstorf;"Mo-Fr 08:30 – 12:00, 14:00 – 18:30; Sa 09:00 - 16:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 58 327 52 22;FE7569;;
Bahnhof Gepäckschalter;;;;Plazza da la Staziun 8;7505;Celerina;"Mo-Fr 08:30 – 12:00, 14:00 - 18:00; Sa 09:00 – 12:00, 14:00 – 18:00; So 16:00 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 830 00 11;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 50;5600;Lenzburg;"Mo-Fr 08:50 – 15:00, 15:40 – 18:30; Sa 08:40 – 17:10; So 10:40 – 14:40<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;7450;Tiefencastel;"Mo-Fr 08:10 – 11:50; 13:10 – 17:50<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 288 47 28;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 6;4704;Niederbipp;"Mo-Sa 05:00 – 21:30; So 06:30 – 21:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;3435;Ramsei;"Mo-Sa 05:10 – 20:00; So 05:50 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofplatz 6;3123;Belp;"Mo-Sa 06:15 – 19:00; So 07:45 – 19:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 58 327 27 02;FE7569;;
Bahnhof Gepäckschalter;;;;Sumvitg 45 A;7404;Feldis/Veulden;"Mo-Sa 06:15 – 20:00; So 07:15 – 20:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0848 888 888;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;7503;Samedan;"Mo-Sa 08:00 – 11:20; 13:30 – 18:20<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 288 55 11;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;3924;St. Niklaus;"Mo-Sa 08:00 – 11:40, 13:10 – 17:30<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 27 927 75 40;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofplatz 4;2502;Biel/Bienne;"Mo-Sa 09:00 – 19:00; So 09:10 – 18:50<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;7524;Zuoz;"Mo-Sa 08:00 – 12:00, 14:00 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 854 15 10;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofplatz 1;3011;Bern;"Mo-Sa 08:00 – 19:00; So 10:00 – 19:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof LLB;3954;Leukerbad;"Mo-So 08:30 – 11:45, 13:15 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 27 470 20 52;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;7530;Zernez;"Mo-So 08:40 – 12:10, 13:40 – 18:10<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 288 57 15;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;7513;Silvaplana;"Mo-So 08:45 – 11:00, 13:45 – 17:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 834 33 53;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;7514;Sils/Segl Maria;"Mo-So 08:45 – 11:00, 13:45 – 17:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 834 29 87;FE7569;;
Bahnhof Gepäckschalter;;;;Frutt 1;6068;Melchsee-Frutt;"Mo-So 09:00 – 12:00, 13:00 – 17:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 41 669 70 60;FE7569;;
Bahnhof Gepäckschalter;;;;Landstrasse 13;8754;Netstal;"Mo-Fr 13:10 – 19:20<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;7502;Bever;"Mo-Fr 8:30 – 11:00, 14:30 – 17:00; Sa 08:30 – 11:00, 16:00 - 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 852 49 45;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof Gstaad;3778;Schönried;"Mo-Fr 08:30 – 12:00, 13:00 – 17:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 22;4600;Olten SO;"Mo-Fr 09:00 – 19:00; Sa-So 09:00 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 72;5000;Aarau;"Mo-Fr 09:00 – 19:00; Sa-So 09:00 – 18:30<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse;8752;Näfels-Mollis;"Mo-Fr 09:20 – 11:00, 14:00 – 17:30<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofplatz;7050;Arosa;"Mo-So 07:30 – 17:50<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 288 66 21;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse;6490;Andermatt;"Mo-So 07:30 – 18:50<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 27 927 77 07;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;3825;Mürren BLM;"Mo-So 07:35 – 11:50, 13:45 – 17:45<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 33 828 74 38;FE7569;;
Bahnhof Gepäckschalter;;;;Talstrasse 4;7260;Davos Dorf;"Mo-So 07:40 – 18:10<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 288 32 39;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;3984;Fiesch;"Mo-So 07:45 – 11:10, 13:40 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 27 927 76 30;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;3922;Stalden-Saas;"Mo-So 08:00 – 11:40, 13:10 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 1;6454;Flüelen;"Mo-So 08:00 – 11:45, 13:00 – 17:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof;9410;Heiden;"Mo-Fr 08:00 – 12:05, 12:50 – 17:00; Sa 08:00 - 12:05<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 71 891 18 52;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse;3929;Täsch;"Mo-So 08:00 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 27 927 75 05;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;8640;Rapperswil;"Mo-So 08:00 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;3992;Bettmeralp;"Mo-So 08:00 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofplatz;6300;Zug;"Mo-So 08:00 – 19:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;7188;Sedrun;"Mo-So 07:10 – 19:10<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 27 927 77 40;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;6433;Stoos;"Mo-So 08:00 – 11:15, 13:30 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 51 227 33 19;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofplatz;6377;Seelisberg;"Mo-So 08:15 – 11:45, 13:30 – 17:45<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof ;7500;St. Moritz;"Mo-So 08:15 – 11:45, 13:45 – 18:20<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 81 288 56 17;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhof;9000;St. Gallen;"Mo-Fr 09:00 – 19:00; Sa-So 09:00 – 12:00, 13:30 – 19:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Sonnenweg 21;3098;Köniz;"Mo-Fr 06:00 – 19:00; Sa 07:00 – 17:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 58 327 22 33;FE7569;;
Bahnhof Gepäckschalter;;;;SBB Bahnhof Wetzikon;8620;Wetzikon;"Mo-Fr 06:05 – 19:15;  Sa 07:00 – 17:45; So 08:00 – 12:15, 13:15 – 17:45<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";0900 300 300;FE7569;;
Bahnhof Gepäckschalter;;;;Kalchofenstrasse 5;3415;Hasle-Rüegsau;"Mo-Fr 06:50 – 18:45; Sa 07:20 – 11:45, 12:50 – 16:10<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 58 327 54 00;FE7569;;
Bahnhof Gepäckschalter;;;;Bahnhofstrasse 28;3800;Interlaken West;"Mo-So 09:00 – 12:00, 13:30 – 18:00<br />Kostenloser Transport nur nach vorgängiger Bestellung einer Transportetikette unter <a target=""_blank"" href=""http://velafrica.ch.darwin.sui-inter.net/de/Kontakt/Kontaktformular"">velafrica.ch</a> oder 031 979 70 50";+41 58 327 47 50;FE7569;;
Ateliers Phénix;;;;Rue de Monruz 36;2000;Neuchâtel;"lun-jeu 08:00 – 11:45, 13:00 – 16:45; ven 08:00 – 11:45, 13:00 – 15:30";;09F932;;
Arbeitsintegration Pratteln AIP;;;;Industriestrasse 28;4133;Pratteln;Mo-Fr 08.00 - 12.00 & 13.00 - 17.00;;09F932;;
;;;;Bannholzstrasse 55;3033;Wohlen b. Bern;24/7 (immer zugänglich);;FE7569;;
